time,gps_fix,lora_ok,lat,lon,alt_m,speed_ms,temp_c,pressure_pa,pitch,roll,yaw,ax,ay,az,gx,gy,gz
17:36:21,1,0,N22.17588,E113.07317,9.9,0.0,30.8,101291.8,-3.83,-2.48,0,0.04614258,-0.07104492,1.061768,-1.740458,2.954198,0.2290076
17:36:22,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.0,-3.66,-2.67,0,0.04931641,-0.06762695,1.055908,-1.816794,3.0,0.480916
17:36:22,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.4,-3.57,-2.57,0,0.0480957,-0.06665039,1.068115,-1.847328,3.305344,0.3969466
17:36:22,1,0,N22.17588,E113.07317,9.9,0.0,30.8,101291.8,-3.56,-2.39,0,0.04467773,-0.06640625,1.067627,-1.854962,3.145038,0.3740458
17:36:22,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.4,-3.54,-2.64,0,0.04931641,-0.06616211,1.069336,-1.801527,3.091603,0.2748091
17:36:23,1,0,N22.17588,E113.07317,9.8,0.0,30.8,101293.4,-3.82,-2.46,0,0.0456543,-0.07080078,1.05957,-2.007634,3.206107,0.1450382
17:36:23,1,0,N22.17588,E113.07317,9.7,0.0,30.8,101295.2,-3.62,-2.60,0,0.04858398,-0.06738281,1.066406,-2.122137,3.435115,0.2061069
17:36:23,1,0,N22.17588,E113.07317,9.9,0.0,30.8,101291.8,-3.68,-2.31,0,0.04321289,-0.06884766,1.069824,-1.847328,3.312977,0.3740458
17:36:23,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.0,-3.64,-2.69,0,0.05004883,-0.06762695,1.063965,-2.022901,3.236641,0.3129771
17:36:23,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.0,-3.59,-2.52,0,0.046875,-0.06665039,1.0625,-1.801527,3.022901,0.2213741
17:36:24,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.0,-3.52,-2.66,0,0.04956055,-0.06542969,1.064453,-1.610687,3.160305,0.4045802
17:36:24,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.4,-3.68,-2.65,0,0.04956055,-0.06884766,1.069092,-2.007634,3.396947,0.2442748
17:36:24,1,0,N22.17588,E113.07317,10.0,0.0,30.8,101291.4,-3.83,-2.45,0,0.0456543,-0.07128906,1.065918,-1.793893,3.221374,0.3358779
17:36:24,1,0,N22.17588,E113.07317,10.1,0.0,30.8,101290.1,-3.54,-2.26,0,0.04199219,-0.06567383,1.060547,-1.740458,3.305344,0.3816794
